customer_id,signup_date,industry,company_size,region,plan_type,acquisition_channel
108938,2025-09-10,Finance,Small Business,South,Pro,Paid Search
108939,2024-03-10,Prof Services,Enterprise,West,Basic,Organic Search
108940,2024-03-26,Technology,Mid-Market,Northeast,Basic,Partner
108941,2023-04-02,,Small Business,South,Enterprise,Direct
108942,2025-07-06,Retail,Small Business,West,Pro,Referral
108943,2025-03-13,Finance,Mid-Market,South,Basic,Partner
108944,2025-05-12,Finance,Mid-Market,West,Enterprise,Paid Search
108945,2023-02-05,Technology,Small Business,West,Basic,Social
108946,2024-07-18,Technology,Mid-Market,Midwest,Basic,Paid Search
108947,2025-07-05,Prof Services,Small Business,South,Pro,Paid Search
108948,2024-01-17,Technology,Small Business,West,Basic,Organic Search
108949,2023-08-09,tech,Small Business,West,Pro,Direct
108950,2025-11-16,Education,Mid-Market,South,Basic,Partner
108951,2025-12-10,Professional Services,Small Business,West,Enterprise,Organic Search
108952,2023-08-18,Technology,Mid-Market,Midwest,Pro,Partner
108953,2023-05-04,Retail,Small Business,South,Pro,Organic Search
108954,2025-01-24,Retail,Mid-Market,International,Pro,Direct
108955,2025-03-10,Retail,Small Business,West,Pro,Referral
108956,2025-05-07,Retail,Small Business,Midwest,Pro,Direct
108957,2023-02-13,Education,Small Business,Midwest,Pro,Paid Search
108958,2024-08-15,Technology,Mid-Market,Northeast,Basic,Social
108959,2025-04-02,,Mid-Market,Northeast,Pro,Paid Search
108960,2023-11-30,Manufacturing,Small Business,Midwest,Basic,Organic Search
108961,2024-06-13,Retail,Enterprise,Northeast,Basic,Paid Search
108962,2024-11-29,Technology,Mid-Market,Northeast,Basic,Organic Search
108963,2023-01-14,Finance,Small Business,International,Pro,Direct
108964,2023-10-24,Technology,Enterprise,West,Basic,Direct
108965,2023-12-22,Retail,Mid-Market,West,Pro,Referral
108966,2023-02-15,Technology,Mid-Market,West,Basic,Referral
108967,2024-12-31,tech,Mid-Market,Northeast,Basic,Paid Search
108968,2024-08-28,Retail,Enterprise,South,Enterprise,Organic Search
108969,2025-04-04,Manufacturing,Small Business,Midwest,Basic,Organic Search
108970,2024-05-10,Technology,Mid-Market,Northeast,Enterprise,Direct
108971,2025-04-30,Education,Small Business,South,Enterprise,Organic Search
108972,2025-09-10,manufacturing,Small Business,Northeast,Enterprise,Organic Search
108973,2025-01-22,Technology,Mid-Market,Northeast,Basic,Paid Search
108974,2025-01-16,Finance,Mid-Market,International,Basic,Paid Search
108975,2023-06-04,Health Care,Small Business,International,Basic,Paid Search
108976,2025-02-06,Finance,Mid-Market,Northeast,Basic,Paid Search
108977,2024-12-09,Technology,Mid-Market,West,Pro,Organic Search
108978,2023-08-09,Manufacturing,Small Business,South,Basic,Referral
108979,2023-02-13,Healthcare,Small Business,South,Enterprise,Paid Search
108980,2024-08-14,education,Small Business,South,Basic,Paid Search
108981,2023-12-21,Technology,Small Business,West,Pro,Partner
108982,2025-01-18,Education,Small Business,Northeast,Basic,Paid Search
108983,2025-04-15,Professional Services,Mid-Market,West,Basic,Paid Search
108984,2023-09-12,Retail,Small Business,Midwest,Basic,Organic Search
108985,2025-09-28,Technology,Small Business,Northeast,Enterprise,Organic Search
108986,2023-07-18,Education,Small Business,West,Pro,Paid Search
108987,2023-02-04,Manufacturing,Small Business,Midwest,Basic,Partner
108988,2024-10-30,Finance,Mid-Market,South,Enterprise,Direct
108989,2025-07-28,Professional Services,Small Business,Northeast,Basic,Organic Search
108990,2023-03-12,Technology,Mid-Market,International,Basic,Paid Search
108991,2025-01-10,Healthcare,Small Business,West,Pro,Paid Search
108992,2024-02-22,Technology,Small Business,Midwest,Basic,Paid Search
108993,2025-01-15,tech,Small Business,South,Pro,Referral
108994,2025-01-30,healthcare,Mid-Market,Midwest,Enterprise,Organic Search
108995,2025-08-24,manufacturing,Mid-Market,West,Basic,Organic Search
108996,2023-04-19,Retail,Small Business,Northeast,Basic,Organic Search
108997,2023-04-21,finance,Mid-Market,Northeast,Enterprise,Referral
108998,2024-02-16,Finance,Small Business,Midwest,Pro,Social
108999,2024-03-31,Professional Services,Mid-Market,Midwest,Basic,Direct
109000,2024-07-08,Finance,Mid-Market,Midwest,Basic,Partner
109001,2023-11-16,Finance,Small Business,Northeast,Pro,Direct
109002,2025-07-21,Technology,Small Business,West,Pro,Organic Search
109003,2023-09-04,Retail,Small Business,West,Basic,Paid Search
109004,2024-11-21,Manufacturing,Small Business,West,Basic,Partner
109005,2023-01-26,Manufacturing,Mid-Market,West,Basic,Direct
109006,2023-03-04,Professional Services,Small Business,South,Basic,Organic Search
109007,2023-11-06,Education,Small Business,South,Enterprise,Paid Search
109008,2023-07-15,tech,Small Business,South,Basic,Social
109009,2025-03-15,Prof Services,Small Business,Midwest,Enterprise,Organic Search
109010,2023-05-06,Retail,Small Business,Midwest,Pro,Partner
109011,2023-04-22,Education,Small Business,West,Basic,Paid Search
109012,2024-12-12,Mfg,Small Business,West,Basic,Organic Search
109013,2023-10-14,Professional Services,Small Business,West,Basic,Paid Search
109014,2025-07-06,Manufacturing,Mid-Market,Northeast,Pro,Social
109015,2025-10-13,Finance,Small Business,Midwest,Basic,Partner
109016,2023-02-24,Education,Small Business,West,Enterprise,Organic Search
109017,2024-06-12,Retail,Mid-Market,West,Pro,Organic Search
109018,2024-09-10,Retail,Mid-Market,West,Basic,Referral
109019,2025-06-12,Professional Services,Mid-Market,International,Pro,Partner
109020,2024-02-20,Finance,Enterprise,Northeast,Enterprise,Partner
109021,2023-06-13,Finance,Small Business,West,Pro,Paid Search
109022,2024-08-24,Health Care,Mid-Market,South,Pro,Partner
109023,2025-04-17,Healthcare,Small Business,International,Basic,Organic Search
109024,2024-02-06,Technology,Small Business,South,Pro,Direct
109025,2023-10-17,Retail,Mid-Market,West,Pro,Paid Search
109026,2025-03-23,Professional Services,Small Business,West,Basic,Organic Search
109027,2025-01-30,Professional Services,Mid-Market,West,Pro,Referral
109028,2023-02-20,Retail,Small Business,Northeast,Pro,Direct
109029,2025-03-18,,Small Business,South,Pro,Social
109030,2025-08-24,Education,Mid-Market,Midwest,Pro,Organic Search
109031,2025-01-16,Technology,Small Business,West,Enterprise,Partner
109032,2024-02-16,Manufacturing,Mid-Market,Northeast,Basic,Social
109033,2023-04-03,Healthcare,Mid-Market,Midwest,Basic,Organic Search
109034,2025-07-17,Finance,Small Business,South,Basic,Organic Search
109035,2024-06-18,Finance,Small Business,Northeast,Pro,Organic Search
109036,2023-08-20,Manufacturing,Small Business,Northeast,Basic,Organic Search
109037,2023-09-13,Retail,Small Business,International,Basic,Paid Search
109038,2023-06-14,Professional Services,Small Business,West,Basic,Organic Search
109039,2024-10-14,manufacturing,Mid-Market,West,Basic,Direct
109040,2024-03-11,Tech,Small Business,Midwest,Pro,Paid Search
109041,2023-07-12,Technology,Mid-Market,South,Pro,Partner
109042,2024-01-22,Healthcare,Small Business,South,Basic,Social
109043,2024-02-18,Education,Mid-Market,West,Enterprise,Direct
109044,2025-03-30,HEALTHCARE,Small Business,Northeast,Pro,Organic Search
109045,2024-01-06,,Small Business,West,Enterprise,Organic Search
109046,2025-03-27,Financial Services,Mid-Market,West,Pro,Partner
109047,2023-06-29,Healthcare,Mid-Market,West,Pro,Organic Search
109048,2024-05-07,Mfg,Mid-Market,West,Basic,Social
109049,2024-09-12,Education,Small Business,South,Basic,Direct
109050,2024-01-03,Technology,Small Business,Midwest,Enterprise,Organic Search
109051,2024-03-21,Technology,Small Business,West,Pro,Organic Search
109052,2023-10-25,Technology,Small Business,Northeast,Basic,Paid Search
109053,2024-11-21,RETAIL,Small Business,Northeast,Basic,Organic Search
109054,2025-08-01,Technology,Small Business,South,Basic,Paid Search
109055,2023-08-14,Technology,Small Business,Northeast,Pro,Direct
109056,2024-06-26,Tech,Small Business,West,Pro,Organic Search
109057,2025-04-11,Manufacturing,Small Business,,Basic,Paid Search
109058,2025-11-21,Manufacturing,Small Business,Midwest,Pro,Organic Search
109059,2025-03-10,Retail,Mid-Market,Midwest,Pro,Referral
109060,2025-01-12,Manufacturing,Small Business,West,Pro,Social
109061,2025-10-10,Mfg,Mid-Market,West,Basic,Referral
109062,2025-02-09,Retail,Small Business,West,Pro,Direct
109063,2024-10-21,,Enterprise,West,Basic,Paid Search
109064,2025-12-07,Healthcare,Mid-Market,Northeast,Enterprise,Social
109065,2024-10-10,retail,Enterprise,South,Enterprise,Direct
109066,2024-02-17,Healthcare,Enterprise,Northeast,Basic,Referral
109067,2023-08-07,Healthcare,Small Business,South,Basic,Paid Search
109068,2024-01-14,healthcare,Small Business,West,Basic,Direct
109069,2025-05-09,,Small Business,Midwest,Basic,Paid Search
109070,2023-05-13,,Mid-Market,Midwest,Pro,Paid Search
109071,2024-12-11,Retail,Small Business,West,Basic,Direct
109072,2025-09-29,finance,Small Business,West,Basic,Paid Search
109073,2025-06-21,RETAIL,Small Business,West,Pro,Organic Search
109074,2025-09-18,Retail,Small Business,Northeast,Enterprise,Referral
109075,2024-02-07,Education,Mid-Market,West,Pro,Direct
109076,2025-01-17,Education,Small Business,South,Pro,Direct
109077,2023-10-19,professional services,Small Business,Midwest,Pro,Direct
109078,2023-10-28,Retail,Mid-Market,South,Enterprise,Organic Search
109079,2023-09-21,Professional Services,Mid-Market,South,Basic,Paid Search
109080,2023-07-27,Professional Services,Mid-Market,South,Enterprise,Direct
109081,2024-10-30,RETAIL,Mid-Market,Northeast,Basic,Paid Search
109082,2023-12-05,,Small Business,Midwest,Pro,Partner
109083,2024-05-25,Retail,Small Business,West,Basic,Social
109084,2024-02-01,Healthcare,Small Business,South,Basic,Direct
109085,2025-07-02,Technology,Small Business,South,Enterprise,Referral
109086,2024-04-29,Finance,Small Business,West,Basic,Partner
109087,2024-10-31,Retail,Small Business,West,Basic,Organic Search
109088,2024-07-30,RETAIL,Small Business,West,Basic,Direct
109089,2025-12-27,retail,Small Business,West,Basic,Direct
109090,2023-01-10,Edu,Enterprise,Northeast,Basic,Referral
109091,2025-02-18,Education,Small Business,Midwest,Basic,Social
109092,2023-09-27,Retail,Mid-Market,Midwest,Basic,Social
109093,2023-01-18,Retail,Mid-Market,International,Basic,Paid Search
109094,2023-02-15,Retail,Enterprise,West,Basic,Referral
109095,2025-09-26,Retail,Enterprise,West,Pro,Paid Search
109096,2025-12-04,Retail,Mid-Market,South,Enterprise,Organic Search
109097,2024-08-03,Retail,Small Business,Midwest,Pro,Partner
109098,2023-11-13,Healthcare,Small Business,Northeast,Pro,Paid Search
109099,2023-11-21,Education,Small Business,Northeast,Pro,Paid Search
109100,2023-06-10,Finance,Small Business,West,Pro,Referral
109101,2025-12-27,Finance,Small Business,Northeast,Enterprise,Social
109102,2023-08-01,Finance,Small Business,South,Basic,Paid Search
109103,2024-06-28,Tech,Small Business,Midwest,Pro,Referral
109104,2024-11-30,Education,Small Business,South,Pro,Referral
109105,2025-02-06,Manufacturing,Mid-Market,Midwest,Pro,Referral
109106,2023-10-25,Technology,Mid-Market,Midwest,Basic,Referral
109107,2025-05-22,Tech,Small Business,Midwest,Enterprise,Social
109108,2023-07-15,Finance,Mid-Market,Northeast,Basic,Organic Search
109109,2024-05-11,retail,Small Business,South,Basic,Partner
109110,2024-08-21,Technology,Mid-Market,Northeast,Pro,Referral
109111,2025-07-13,Manufacturing,Small Business,South,Enterprise,Organic Search
109112,2023-01-02,Finance,Mid-Market,Northeast,Pro,Organic Search
109113,2024-08-11,Technology,Small Business,Northeast,Pro,Social
109114,2023-12-20,Healthcare,Enterprise,Northeast,Pro,Paid Search
109115,2025-07-21,Finance,Small Business,West,Basic,Partner
109116,2023-06-29,Finance,Small Business,Northeast,Pro,Organic Search
109117,2023-10-30,Retail,Small Business,Midwest,Basic,Organic Search
109118,2023-11-28,Professional Services,Small Business,South,Basic,Organic Search
109119,2024-01-15,Technology,Mid-Market,South,Basic,Partner
109120,2025-05-15,finance,Mid-Market,South,Pro,Organic Search
109121,2024-03-19,Healthcare,Small Business,Midwest,Pro,Organic Search
109122,2024-06-16,Retail,Enterprise,South,Basic,Paid Search
109123,2025-10-11,Edu,Mid-Market,West,Basic,Social
109124,2023-06-02,Technology,Mid-Market,West,Basic,Paid Search
109125,2023-01-13,FIN,Mid-Market,West,Enterprise,Paid Search
109126,2025-06-05,Education,Mid-Market,West,Pro,Partner
109127,2024-09-28,Education,Enterprise,South,Basic,Paid Search
109128,2025-05-19,Technology,Small Business,Midwest,Enterprise,Referral
109129,2025-09-13,Technology,Enterprise,West,Basic,Paid Search
109130,2025-06-05,Healthcare,Enterprise,West,Basic,Organic Search
109131,2025-05-20,professional services,Small Business,International,Enterprise,Organic Search
109132,2023-02-24,Retail,Small Business,International,Pro,Organic Search
109133,2024-07-04,Financial Services,Small Business,Northeast,Basic,Partner
109134,2024-05-30,Retail,Mid-Market,West,Pro,Organic Search
109135,2025-03-18,Finance,Small Business,South,Enterprise,Organic Search
109136,2023-03-30,Professional Services,Small Business,West,Basic,Social
109137,2024-03-01,Financial Services,Small Business,Midwest,Basic,Social
109138,2023-09-27,Manufacturing,Mid-Market,Midwest,Pro,Partner
109139,2023-03-29,Education,Small Business,West,Basic,Direct
109140,2024-10-31,Healthcare,Mid-Market,West,Pro,Organic Search
109141,2025-01-26,Education,Small Business,Northeast,Enterprise,Direct
109142,2025-12-08,Technology,Small Business,Midwest,Pro,Partner
109143,2023-10-15,Finance,Enterprise,Northeast,Enterprise,Paid Search
109144,2024-11-11,Healthcare,Small Business,Northeast,Basic,Organic Search
109145,2023-04-22,Manufacturing,Enterprise,Northeast,Pro,Organic Search
109146,2023-09-13,Tech,Small Business,South,Pro,Paid Search
109147,2025-03-25,Retail,Mid-Market,Midwest,Basic,Referral
109148,2025-06-15,Retail,Enterprise,West,Basic,Organic Search
109149,2023-08-26,Technology,Small Business,Northeast,Basic,Partner
109150,2024-07-02,education,Small Business,South,Pro,Partner
109151,2025-09-17,Technology,Small Business,Northeast,Basic,Direct
109152,2024-01-05,Technology,Small Business,West,Basic,Paid Search
109153,2023-03-08,Manufacturing,Mid-Market,Northeast,Basic,Direct
109154,2025-11-24,Retail,Small Business,West,Basic,Partner
109155,2024-12-11,Professional Services,Small Business,Northeast,Basic,Organic Search
109156,2025-09-25,Technology,Small Business,South,Basic,Organic Search
109157,2025-08-04,Healthcare,Small Business,South,Enterprise,Social
109158,2025-02-18,Technology,Small Business,Northeast,Pro,Organic Search
109159,2024-02-13,Retail,Small Business,South,Enterprise,Referral
109160,2023-09-01,Healthcare,Small Business,West,Pro,Paid Search
109161,2024-10-09,RETAIL,Small Business,West,Basic,Organic Search
109162,2024-12-24,Prof Services,Small Business,West,Basic,Direct
109163,2025-10-01,Retail,Small Business,West,Basic,Paid Search
109164,2023-03-22,Professional Services,Small Business,South,Basic,Paid Search
109165,2024-02-21,Technology,Mid-Market,Northeast,Pro,Social
109166,2024-09-04,Education,Small Business,West,Basic,Organic Search
109167,2025-07-12,Professional Services,Small Business,Northeast,Pro,Organic Search
109168,2023-05-08,Professional Services,Small Business,West,Pro,Referral
109169,2023-07-05,Financial Services,Small Business,West,Basic,Referral
109170,2023-09-25,Retail,Small Business,West,Basic,Paid Search
109171,2023-04-23,Prof Services,Mid-Market,Midwest,Enterprise,Referral
109172,2024-12-15,Technology,Small Business,South,Basic,Organic Search
109173,2025-02-16,Healthcare,Small Business,West,Enterprise,Direct
109174,2024-08-23,Finance,Small Business,Midwest,Enterprise,Organic Search
109175,2024-07-18,Finance,Mid-Market,South,Basic,Paid Search
109176,2025-02-02,Professional Services,Small Business,South,Pro,Partner
109177,2024-02-22,Technology,Small Business,South,Basic,Direct
109178,2024-05-28,retail,Small Business,Midwest,Pro,Referral
109179,2025-09-21,retail,Mid-Market,Northeast,Pro,Direct
109180,2024-04-13,Retail,Mid-Market,West,Basic,Referral
109181,2024-10-14,tech,Small Business,South,Pro,Partner
109182,2025-01-20,Finance,Mid-Market,Northeast,Pro,Direct
109183,2025-12-14,Retail,Small Business,South,Pro,Partner
109184,2024-08-30,Healthcare,Mid-Market,International,Basic,Organic Search
109185,2024-10-06,Manufacturing,Small Business,West,Basic,Social
109186,2023-12-10,Finance,Enterprise,Northeast,Basic,Paid Search
109187,2024-01-16,Technology,Small Business,Northeast,Enterprise,Referral
109188,2023-08-06,Professional Services,Small Business,West,Pro,Organic Search
109189,2023-08-19,Professional Services,Small Business,South,Pro,Direct
109190,2024-06-06,Professional Services,Small Business,Northeast,Pro,Organic Search
109191,2024-09-11,Retail,Small Business,West,Pro,Paid Search
109192,2023-01-30,,Small Business,South,Basic,Organic Search
109193,2025-11-12,Manufacturing,Small Business,Northeast,Basic,Paid Search
109194,2023-06-11,Retail,Mid-Market,West,Basic,Paid Search
109195,2024-06-04,Healthcare,Mid-Market,Midwest,Pro,Direct
109196,2024-12-16,Education,Mid-Market,West,Basic,Organic Search
109197,2025-07-09,Manufacturing,Mid-Market,International,Pro,Referral
109198,2025-04-24,Technology,Small Business,Northeast,Pro,Paid Search
109199,2025-08-08,Education,Small Business,Midwest,Pro,Paid Search
109200,2024-02-20,Manufacturing,Mid-Market,Northeast,Basic,Partner
109201,2023-12-16,Retail,Small Business,West,Pro,Direct
109202,2023-12-23,Manufacturing,Mid-Market,Northeast,Enterprise,Direct
109203,2024-01-15,Retail,Mid-Market,Midwest,Basic,Direct
109204,2024-04-28,Education,Small Business,Northeast,Enterprise,Paid Search
109205,2024-06-17,Health Care,Mid-Market,West,Pro,Direct
109206,2024-10-15,Technology,Small Business,South,Pro,Partner
109207,2024-04-18,Professional Services,Mid-Market,Midwest,Enterprise,Direct
109208,2023-10-24,Edu,Small Business,West,Basic,Organic Search
109209,2023-04-07,Finance,Small Business,Midwest,Pro,Referral
109210,2025-05-25,Manufacturing,Enterprise,South,Pro,Organic Search
109211,2025-04-10,retail,Mid-Market,South,Pro,Paid Search
109212,2023-05-04,Retail,Small Business,Midwest,Basic,Paid Search
109213,2025-06-15,Retail,Mid-Market,South,Pro,Referral
109214,2025-12-31,Prof Services,Enterprise,South,Enterprise,Organic Search
109215,2024-06-10,Technology,Mid-Market,West,Enterprise,Direct
109216,2024-06-22,Finance,Small Business,Midwest,Basic,Direct
109217,2023-11-17,manufacturing,Mid-Market,International,Basic,Organic Search
109218,2025-05-10,Healthcare,Mid-Market,South,Enterprise,Partner
109219,2024-12-24,Manufacturing,Small Business,Northeast,Pro,Social
109220,2025-03-18,Healthcare,Mid-Market,Midwest,Pro,Organic Search
109221,2023-05-18,Manufacturing,Enterprise,West,Basic,Partner
109222,2023-08-07,Education,Small Business,Midwest,Basic,Organic Search
109223,2025-11-10,Manufacturing,Enterprise,Northeast,Pro,Organic Search
109224,2023-07-10,,Mid-Market,International,Pro,Social
109225,2024-03-10,Healthcare,Small Business,Northeast,Pro,Referral
109226,2024-04-16,Manufacturing,Small Business,South,Enterprise,Paid Search
109227,2024-05-01,FIN,Small Business,South,Pro,Partner
109228,2025-08-02,Finance,Small Business,South,Basic,Referral
109229,2023-05-29,TECH,Small Business,Midwest,Pro,Organic Search
109230,2023-03-21,Professional Services,Mid-Market,South,Basic,Partner
109231,2024-09-27,Technology,Small Business,South,Basic,Organic Search
109232,2025-12-19,Manufacturing,Mid-Market,International,Pro,Referral
109233,2024-10-02,Tech,Mid-Market,South,Pro,Organic Search
109234,2025-10-05,Manufacturing,Enterprise,South,Pro,Organic Search
109235,2023-04-04,Technology,Small Business,South,Pro,Referral
109236,2023-12-21,Technology,Mid-Market,Midwest,Pro,Partner
109237,2025-08-02,Professional Services,Enterprise,Midwest,Basic,Paid Search
109238,2023-02-04,Manufacturing,Mid-Market,West,Pro,Direct
109239,2025-10-05,Professional Services,Small Business,Midwest,Pro,Organic Search
109240,2025-10-05,RETAIL,Small Business,International,Basic,Referral
109241,2023-11-06,Healthcare,Small Business,West,Basic,Paid Search
109242,2025-01-06,Technology,Enterprise,Midwest,Basic,Referral
109243,2025-11-08,HEALTHCARE,Small Business,International,Pro,Organic Search
109244,2023-06-19,Financial Services,Mid-Market,West,Pro,Direct
109245,2023-05-11,Education,Mid-Market,South,Pro,Partner
109246,2025-01-15,tech,Small Business,Midwest,Enterprise,Organic Search
109247,2023-10-26,Healthcare,Mid-Market,South,Pro,Referral
109248,2023-03-25,RETAIL,Small Business,Midwest,Basic,Organic Search
109249,2024-03-20,FIN,Enterprise,Midwest,Basic,Paid Search
109250,2025-07-09,Mfg,Small Business,West,Basic,Partner
109251,2025-01-07,Technology,Small Business,West,Basic,Referral
109252,2023-06-23,Edu,Mid-Market,South,Enterprise,Paid Search
109253,2023-10-31,Technology,Small Business,Northeast,Pro,Paid Search
109254,2024-06-05,Professional Services,Mid-Market,Northeast,Basic,Paid Search
109255,2024-09-13,Healthcare,Mid-Market,Midwest,Pro,Referral
109256,2025-02-05,retail,Small Business,Midwest,Basic,Partner
109257,2024-01-30,Technology,Small Business,Midwest,Pro,Referral
109258,2025-08-22,Edu,Mid-Market,Northeast,Pro,Social
109259,2025-03-22,Professional Services,Mid-Market,West,Pro,Organic Search
109260,2025-10-08,Retail,Mid-Market,West,Pro,Paid Search
109261,2024-05-17,Retail,Mid-Market,Midwest,Basic,Referral
109262,2025-03-25,FIN,Small Business,Northeast,Basic,Organic Search
109263,2024-07-22,Finance,Small Business,South,Basic,Direct
109264,2023-10-19,Finance,Small Business,South,Pro,Direct
109265,2024-01-16,education,Small Business,Northeast,Basic,Partner
109266,2024-03-02,Finance,Small Business,Northeast,Enterprise,Paid Search
109267,2023-12-23,Technology,Small Business,South,Basic,Organic Search
109268,2024-03-25,Health Care,Small Business,West,Enterprise,Organic Search
109269,2023-02-17,RETAIL,Small Business,South,Pro,Referral
109270,2025-12-12,HEALTHCARE,Small Business,West,Pro,Organic Search
109271,2024-03-30,Finance,Mid-Market,Midwest,Basic,Partner
109272,2024-10-11,Technology,Small Business,Midwest,Basic,Organic Search
109273,2024-11-23,HEALTHCARE,Mid-Market,Midwest,Pro,Organic Search
109274,2023-11-15,Manufacturing,Small Business,Northeast,Basic,Paid Search
109275,2023-06-12,tech,Mid-Market,West,Pro,Organic Search
109276,2025-07-23,Retail,Mid-Market,West,Pro,Partner
109277,2024-10-15,education,Small Business,South,Pro,Partner
109278,2025-10-18,Finance,Small Business,Northeast,Basic,Organic Search
109279,2025-06-03,TECH,Mid-Market,West,Basic,Paid Search
109280,2025-05-22,professional services,Small Business,Northeast,Pro,Direct
109281,2025-12-16,tech,Mid-Market,Midwest,Basic,Direct
109282,2024-12-25,Tech,Small Business,South,Pro,Paid Search
109283,2024-01-01,Professional Services,Mid-Market,South,Basic,Organic Search
109284,2024-08-16,retail,Small Business,South,Enterprise,Paid Search
109285,2025-04-03,Manufacturing,Enterprise,South,Pro,Paid Search
109286,2025-01-09,Technology,Enterprise,,Pro,Organic Search
109287,2024-01-03,Healthcare,Small Business,International,Basic,Partner
109288,2023-05-05,Technology,Small Business,Northeast,Basic,Referral
109289,2024-06-22,tech,Small Business,Midwest,Pro,Referral
109290,2024-02-05,Technology,Mid-Market,Northeast,Enterprise,Paid Search
109291,2024-03-11,HEALTHCARE,Small Business,West,Enterprise,Organic Search
109292,2024-04-24,Manufacturing,Small Business,West,Pro,Direct
109293,2023-06-13,Technology,Small Business,South,Basic,Partner
109294,2025-01-28,Technology,Small Business,International,Pro,Organic Search
109295,2025-11-21,Health Care,Enterprise,West,Basic,Paid Search
109296,2024-01-19,Technology,Small Business,Midwest,Pro,Direct
109297,2024-11-29,Education,Small Business,Northeast,Basic,Direct
109298,2024-08-05,Finance,Small Business,West,Basic,Organic Search
109299,2023-01-10,Healthcare,Mid-Market,Northeast,Pro,Paid Search
109300,2023-03-19,Education,Small Business,West,Basic,Paid Search
109301,2024-05-18,Healthcare,Small Business,Midwest,Enterprise,Direct
109302,2025-06-08,Professional Services,Small Business,Northeast,Pro,Social
109303,2023-08-26,Manufacturing,Enterprise,South,Pro,Organic Search
109304,2023-06-24,Healthcare,Mid-Market,South,Basic,Organic Search
109305,2023-01-13,Tech,Small Business,South,Basic,Referral
109306,2025-07-08,professional services,Small Business,South,Pro,Organic Search
109307,2025-03-09,Mfg,Small Business,South,Pro,Direct
109308,2024-02-14,Finance,Enterprise,South,Basic,Direct
109309,2025-12-30,Healthcare,Small Business,South,Enterprise,Direct
109310,2023-01-22,Manufacturing,Small Business,International,Basic,Organic Search
109311,2024-01-14,Finance,Small Business,West,Pro,Paid Search
109312,2024-02-04,HEALTHCARE,Small Business,South,Basic,Direct
109313,2024-03-17,Mfg,Small Business,South,Pro,Referral
109314,2025-10-27,Technology,Mid-Market,West,Enterprise,Referral
109315,2023-07-08,Financial Services,Small Business,West,Pro,Social
109316,2025-06-13,Tech,Small Business,South,Basic,Partner
109317,2025-03-10,Healthcare,Mid-Market,West,Pro,Organic Search
109318,2024-06-12,Technology,Small Business,Midwest,Basic,Organic Search
109319,2024-10-18,Finance,Small Business,Northeast,Enterprise,Paid Search
109320,2024-09-25,Technology,Mid-Market,South,Pro,Organic Search
109321,2024-05-24,Education,Mid-Market,International,Pro,Organic Search
109322,2025-04-12,Technology,Small Business,South,Basic,Referral
109323,2025-02-19,Health Care,Mid-Market,South,Pro,Organic Search
109324,2024-02-23,Finance,Mid-Market,Northeast,Basic,Paid Search
109325,2024-07-17,Healthcare,Small Business,International,Basic,Direct
109326,2025-04-25,Health Care,Small Business,West,Enterprise,Paid Search
109327,2025-06-10,Retail,Mid-Market,Northeast,Basic,Referral
109328,2024-07-15,Manufacturing,Enterprise,Midwest,Pro,Organic Search
109329,2025-04-25,Retail,Small Business,Northeast,Pro,Referral
109330,2025-08-08,retail,Small Business,West,Basic,Organic Search
109331,2023-08-02,FIN,Small Business,West,Basic,Organic Search
109332,2025-10-11,manufacturing,Small Business,West,Basic,Referral
109333,2024-06-09,Technology,Small Business,West,Enterprise,Partner
109334,2023-11-24,Education,Small Business,West,Pro,Paid Search
109335,2024-06-18,Professional Services,Mid-Market,West,Basic,Social
109336,2025-06-22,Manufacturing,Mid-Market,Midwest,Basic,Paid Search
109337,2024-11-26,Education,Mid-Market,West,Basic,Paid Search
109338,2025-03-09,tech,Enterprise,South,Basic,Partner
109339,2023-05-19,Technology,Small Business,West,Basic,Social
109340,2025-02-01,Technology,Small Business,Northeast,Pro,Social
109341,2024-08-06,tech,Small Business,South,Basic,Organic Search
109342,2023-01-30,Technology,Small Business,South,Basic,Social
109343,2025-08-07,Technology,Small Business,International,Enterprise,Organic Search
109344,2025-01-28,Education,Small Business,West,Basic,Direct
109345,2024-08-18,Technology,Enterprise,Northeast,Enterprise,Social
109346,2023-09-21,Healthcare,Small Business,West,Enterprise,Paid Search
109347,2024-07-23,Manufacturing,Mid-Market,Midwest,Basic,Paid Search
109348,2025-07-29,Finance,Mid-Market,Northeast,Basic,Referral
109349,2025-06-13,Edu,Mid-Market,West,Enterprise,Direct
109350,2024-06-21,Financial Services,Mid-Market,South,Basic,Direct
109351,2023-07-20,Prof Services,Small Business,Northeast,Basic,Social
109352,2025-02-20,Finance,Small Business,South,Basic,Organic Search
109353,2025-05-26,Finance,Mid-Market,West,Pro,Paid Search
109354,2024-07-13,Retail,Enterprise,Northeast,Pro,Partner
109355,2025-02-02,Health Care,Enterprise,International,Pro,Paid Search
109356,2025-01-05,Education,Small Business,South,Basic,Referral
109357,2025-09-19,Technology,Small Business,South,Basic,Direct
109358,2024-12-03,Manufacturing,Small Business,Midwest,Basic,Organic Search
109359,2024-02-22,Technology,Mid-Market,West,Pro,Paid Search
109360,2025-08-26,Retail,Enterprise,West,Pro,Organic Search
109361,2025-10-02,Technology,Mid-Market,Midwest,Basic,Paid Search
109362,2024-12-25,Healthcare,Small Business,International,Basic,Paid Search
109363,2023-12-02,Healthcare,Small Business,Northeast,Basic,Referral
