ticket_id,customer_id,created_date,severity,category,resolution_hours
59565,109249,2025-05-16,Medium,Bug,16.31
59566,109249,2025-08-05,Low,How-to,6.48
59567,109249,2025-08-11,HIGH,How-to,36.39
59568,109249,2025-09-23,Medium,How-to,7.35
59569,109249,2025-10-19,Low,Bug,7.8
59570,109249,2025-10-12,Low,Account,36.06
59571,109249,2025-11-20,Low,Billing,30.92
59572,109249,2025-11-02,Medium,How-to,9.76
59573,109249,2025-11-17,Medium,Integration,22.89
59574,109250,2025-07-22,Low,Account,8.13
59575,109251,2025-03-02,Critical,Integration,0.53
59576,109251,2025-07-04,low,Bug,24.1
59577,109251,2025-08-08,Low,How-to,15.32
59578,109252,2023-08-14,LOW,How-to,14.26
59579,109252,2024-01-24,LOW,How-to,6.66
59580,109252,2024-03-22,Low,How-to,25.88
59581,109252,2024-10-14,Low,How-to,15.16
59582,109252,2025-03-05,High,Bug,
59583,109252,2025-06-14,Medium,How-to,11.71
59584,109253,2023-11-15,MEDIUM,Billing,22.55
59585,109253,2023-12-13,Low,How-to,13.96
59586,109254,2024-07-18,HIGH,Billing,5.9
59587,109254,2024-08-13,Medium,Bug,22.23
59588,109254,2024-10-08,High,Bug,24.72
59589,109254,2024-11-26,Low,Account,9.38
59590,109254,2025-01-05,Medium,Integration,8.18
59591,109254,2025-02-05,Low,Account,8.49
59592,109254,2025-02-10,low,Bug,1.93
59593,109254,2025-06-17,low,Account,22.53
59594,109254,2025-06-14,Low,Billing,18.83
59595,109254,2025-11-22,low,Integration,10.68
59596,109254,2025-11-14,Low,Bug,27.73
59597,109254,2025-12-15,Medium,How-to,4.96
59598,109255,2025-02-17,medium,Bug,6.87
59599,109255,2025-02-01,High,Account,42.09
59600,109255,2025-07-12,Medium,Billing,0.77
59601,109256,2025-03-27,MED,Integration,31.17
59602,109256,2025-04-24,Low,Billing,6.59
59603,109256,2025-06-17,Low,Bug,17.75
59604,109256,2025-08-11,Medium,Billing,25.09
59605,109256,2025-11-03,Medium,Integration,8.84
59606,109256,2025-11-28,Medium,Billing,9.02
59607,109257,2024-04-15,High,Bug,8.76
59608,109257,2025-01-24,High,Bug,24.15
59609,109257,2025-02-05,Low,Bug,10.38
59610,109258,2025-08-25,Low,How-to,3.62
59611,109259,2025-05-13,Medium,Integration,25.95
59612,109259,2025-08-26,Low,Bug,2.89
59613,109260,2025-10-16,Medium,How-to,19.19
59614,109260,2025-12-07,LOW,How-to,26.74
59615,109260,2025-12-18,Medium,How-to,9.86
59616,109261,2024-05-21,Low,How-to,10.43
59617,109261,2025-05-20,MED,Billing,23.3
59618,109262,2025-06-07,Medium,How-to,8.79
59619,109263,2025-04-15,Low,Integration,16.58
59620,109263,2025-09-23,High,Integration,12.6
59621,109264,2023-10-28,Low,Billing,6.25
59622,109264,2024-05-19,Low,How-to,9.68
59623,109264,2024-08-23,LOW,Account,19.86
59624,109264,2024-08-06,Low,Billing,4.15
59625,109264,2024-10-01,Medium,How-to,39.42
59626,109264,2025-02-21,MED,Bug,2.56
59627,109264,2025-08-23,LOW,How-to,17.6
59628,109264,2025-09-18,High,Account,11.82
59629,109264,2025-09-07,Low,Bug,
59630,109265,2024-01-17,high,Integration,44.91
59631,109265,2024-08-12,Medium,Billing,2.16
59632,109265,2025-01-26,LOW,Integration,9.16
59633,109265,2025-06-18,Low,How-to,6.92
59634,109265,2025-06-15,Medium,Bug,16.98
59635,109265,2025-08-21,Low,Billing,17.87
59636,109265,2025-08-03,Medium,Bug,5.93
59637,109265,2025-09-28,Low,Account,10.79
59638,109265,2025-09-16,Low,Billing,27.04
59639,109265,2025-09-09,Medium,How-to,3.94
59640,109265,2025-09-03,Medium,Billing,2.78
59641,109265,2025-11-01,Low,Account,29.76
59642,109266,2024-07-24,Low,Billing,7.99
59643,109266,2024-07-08,Medium,Account,10.82
59644,109266,2025-02-20,Medium,Billing,5.26
59645,109266,2025-02-01,high,Bug,22.54
59646,109266,2025-07-08,LOW,Bug,3.12
59647,109267,2024-02-20,Medium,Account,20.09
59648,109267,2024-03-01,Low,Billing,
59649,109267,2024-04-16,Medium,Billing,25.96
59650,109267,2024-12-09,Low,Bug,6.72
59651,109267,2024-12-16,Critical,Billing,24.35
59652,109267,2025-03-19,Low,Bug,15.36
59653,109267,2025-09-05,LOW,How-to,11.19
59654,109267,2025-11-24,Low,Bug,5.76
59655,109268,2024-07-23,High,Billing,16.29
59656,109268,2025-04-08,Medium,Bug,18.6
59657,109268,2025-07-22,Low,Billing,4.48
59658,109269,2023-06-18,MED,Integration,27.61
59659,109269,2023-07-22,Low,Bug,17.39
59660,109269,2024-02-13,Low,Bug,16.26
59661,109269,2024-02-28,Low,Integration,11.53
59662,109269,2024-03-19,Low,Billing,2.79
59663,109269,2024-10-20,Low,Billing,5.13
59664,109269,2025-01-15,Low,How-to,10.4
59665,109269,2025-03-08,LOW,How-to,3.79
59666,109269,2025-06-22,Critical,How-to,38.99
59667,109271,2024-08-05,Medium,Account,0.96
59668,109271,2024-09-16,Low,Integration,6.87
59669,109271,2024-10-20,MED,How-to,6.81
59670,109271,2024-10-24,medium,Bug,8.1
59671,109271,2025-02-25,Medium,Account,7.75
59672,109271,2025-04-18,Low,Billing,7.85
59673,109271,2025-06-13,Low,Billing,7.42
59674,109271,2025-08-16,Low,Account,23.49
59675,109271,2025-08-07,Low,Bug,
59676,109272,2024-12-04,Low,Bug,20.53
59677,109272,2024-12-12,Low,How-to,11.92
59678,109272,2025-02-17,MED,How-to,19.42
59679,109272,2025-04-05,High,Bug,32.71
59680,109272,2025-06-02,MED,Bug,6.48
59681,109272,2025-06-16,Low,Billing,7.48
59682,109272,2025-07-27,Low,Billing,7.11
59683,109272,2025-08-18,LOW,Billing,16.53
59684,109272,2025-11-05,low,Account,5.64
59685,109272,2025-12-15,High,How-to,21.47
59686,109273,2024-11-25,Low,Account,3.47
59687,109273,2025-06-17,High,Bug,3.86
59688,109273,2025-11-22,High,Bug,13.74
59689,109274,2024-05-26,Low,How-to,3.36
59690,109274,2024-06-11,HIGH,Account,49.61
59691,109274,2024-08-03,Medium,Billing,2.54
59692,109274,2025-02-13,Medium,How-to,11.71
59693,109274,2025-04-17,Medium,Bug,7.29
59694,109274,2025-04-21,Critical,Bug,34.32
59695,109274,2025-04-18,Low,How-to,12.38
59696,109274,2025-05-17,Low,How-to,22.72
59697,109274,2025-06-27,LOW,Billing,8.32
59698,109275,2023-10-19,Low,Integration,3.15
59699,109276,2025-07-25,Medium,Billing,21.82
59700,109276,2025-08-01,Low,Bug,5.5
59701,109276,2025-09-17,LOW,Integration,4.58
59702,109276,2025-11-06,Low,Billing,10.22
59703,109277,2025-08-09,Medium,Bug,10.3
59704,109277,2025-12-28,Low,Bug,6.63
59705,109278,2025-11-07,Medium,Bug,4.81
59706,109278,2025-12-25,Low,How-to,3.67
59707,109279,2025-06-11,LOW,Account,24.04
59708,109280,2025-08-08,LOW,Account,4.11
59709,109280,2025-10-05,Medium,Bug,11.98
59710,109280,2025-10-22,Low,How-to,10.79
59711,109282,2024-12-26,MEDIUM,Bug,6.17
59712,109282,2025-03-05,Low,Bug,3.12
59713,109282,2025-05-04,Low,Bug,11.18
59714,109282,2025-06-06,Low,Account,36.03
59715,109282,2025-08-11,Low,How-to,
59716,109282,2025-09-07,Low,Account,16.98
59717,109283,2024-02-19,Low,Bug,37.64
59718,109283,2024-03-07,Medium,Bug,2.67
59719,109283,2024-03-12,LOW,Bug,13.99
59720,109283,2024-09-05,Low,Bug,7.98
59721,109283,2024-09-01,Medium,Integration,1.37
59722,109283,2024-12-16,Medium,Bug,12.11
59723,109283,2025-06-04,High,How-to,7.92
59724,109283,2025-10-15,Low,How-to,7.64
59725,109283,2025-10-25,Low,Account,2.01
59726,109284,2024-08-06,Medium,Integration,10.87
59727,109284,2024-09-07,LOW,How-to,16.02
59728,109284,2025-01-26,Low,Integration,27.08
59729,109284,2025-05-20,LOW,Bug,11.84
59730,109284,2025-06-28,Low,How-to,14.44
59731,109284,2025-12-26,Medium,Account,29.46
59732,109285,2025-06-04,Medium,How-to,16.34
59733,109285,2025-07-25,Low,How-to,17.4
59734,109285,2025-07-28,LOW,Account,3.33
59735,109285,2025-07-15,Low,Integration,7.57
59736,109285,2025-07-04,Medium,Integration,19.17
59737,109285,2025-08-18,Medium,Billing,10.34
59738,109285,2025-09-25,Low,How-to,
59739,109285,2025-10-06,medium,Account,21.29
59740,109285,2025-12-10,High,How-to,22.9
59741,109286,2025-01-21,Medium,How-to,4.75
59742,109286,2025-02-08,Medium,Bug,8.56
59743,109286,2025-03-11,High,Bug,10.3
59744,109286,2025-05-23,High,Billing,14.68
59745,109286,2025-05-22,Medium,Billing,9.37
59746,109286,2025-06-05,low,Bug,
59747,109286,2025-06-12,Low,Bug,12.1
59748,109286,2025-08-08,MEDIUM,How-to,19.36
59749,109286,2025-10-17,Medium,Billing,0.53
59750,109286,2025-11-02,Low,Account,2.28
59751,109286,2025-11-06,Low,Integration,3.99
59752,109286,2025-12-17,Low,How-to,26.5
59753,109286,2025-12-14,Medium,Bug,1.31
59754,109287,2024-05-28,Medium,How-to,2.93
59755,109287,2025-03-11,Low,How-to,2.75
59756,109287,2025-03-22,HIGH,Bug,5.01
59757,109287,2025-04-01,Medium,Billing,3.04
59758,109287,2025-04-26,Low,Billing,11.67
59759,109287,2025-05-03,Low,Bug,7.64
59760,109287,2025-07-28,Low,Bug,9.69
59761,109287,2025-07-02,medium,How-to,13.05
59762,109287,2025-09-27,Low,How-to,14.57
59763,109287,2025-10-25,Medium,How-to,26.52
59764,109287,2025-10-14,Critical,Bug,35.81
59765,109287,2025-11-19,High,Bug,7.05
59766,109287,2025-12-15,medium,Bug,7.77
59767,109288,2023-05-04,Low,Bug,17.2
59768,109288,2023-10-24,LOW,Billing,14.96
59769,109288,2024-01-07,Low,Billing,3.78
59770,109289,2024-08-09,Low,How-to,16.02
59771,109289,2024-08-28,Low,Bug,11.92
59772,109289,2025-07-06,Critical,Bug,7.81
59773,109289,2025-08-06,Medium,Billing,20.01
59774,109289,2025-08-13,Critical,Bug,71.44
59775,109290,2024-04-22,Low,Integration,7.42
59776,109290,2024-04-25,Medium,Bug,19.37
59777,109290,2024-05-15,MEDIUM,Bug,20.21
59778,109290,2024-09-12,High,Bug,16.46
59779,109290,2025-04-22,Medium,Bug,33.4
59780,109290,2025-04-12,Low,Integration,1.11
59781,109290,2025-11-24,Low,Bug,4.79
59782,109291,2024-09-19,Medium,How-to,18.38
59783,109291,2024-09-23,MED,Bug,4.34
59784,109291,2025-01-23,Critical,How-to,10.26
59785,109291,2025-02-18,Low,Bug,26.54
59786,109292,2024-07-10,Low,Billing,40.85
59787,109292,2024-09-24,Medium,How-to,8.21
59788,109292,2025-01-28,Medium,Bug,16.6
59789,109292,2025-02-08,Critical,How-to,36.03
59790,109292,2025-03-08,Low,Bug,14.5
59791,109292,2025-08-26,LOW,How-to,14.19
59792,109292,2025-08-10,Low,How-to,13.55
59793,109292,2025-11-27,Low,How-to,8.81
59794,109293,2023-07-24,High,Billing,26.18
59795,109293,2023-07-13,Low,How-to,8.61
59796,109293,2023-07-14,high,Integration,8.06
59797,109293,2023-08-03,High,Account,12.85
59798,109293,2023-10-01,Low,Billing,8.56
59799,109293,2024-03-21,Low,How-to,6.61
59800,109294,2025-02-12,Low,How-to,16.42
59801,109294,2025-06-03,LOW,How-to,20.55
59802,109294,2025-11-19,Low,Bug,8.87
59803,109295,2025-12-14,Medium,Bug,5.3
59804,109295,2025-12-08,LOW,Bug,9.27
59805,109296,2024-01-27,Medium,Bug,1.33
59806,109296,2024-01-14,High,Billing,12.49
59807,109296,2024-08-20,Low,Bug,27.23
59808,109296,2024-09-02,Low,How-to,10.96
59809,109297,2024-11-16,Low,How-to,
59810,109297,2024-11-09,low,Integration,32.93
59811,109297,2024-12-09,High,How-to,20.98
59812,109297,2025-06-20,low,Bug,0.39
59813,109297,2025-08-06,Medium,Bug,18.27
59814,109298,2024-09-27,Low,Integration,5.34
59815,109298,2024-09-09,Medium,Billing,5.33
59816,109298,2024-10-09,Low,Billing,4.72
59817,109298,2024-10-12,low,How-to,30.84
59818,109298,2025-02-16,Medium,Billing,8.76
59819,109298,2025-02-26,Low,Bug,17.5
59820,109298,2025-03-08,High,How-to,17.43
59821,109298,2025-06-16,low,How-to,8.9
59822,109298,2025-06-09,Low,Billing,21.46
59823,109298,2025-08-17,Low,Bug,
59824,109298,2025-12-09,MEDIUM,Billing,19.09
59825,109299,2024-06-04,High,How-to,8.54
59826,109299,2024-06-02,Low,Integration,1.39
59827,109299,2024-06-10,Low,Bug,7.84
59828,109299,2024-11-25,Medium,How-to,4.36
59829,109299,2025-01-07,Low,Billing,23.27
59830,109299,2025-02-13,Low,Account,18.37
59831,109299,2025-03-12,LOW,How-to,15.7
59832,109299,2025-07-10,Low,Integration,9.89
59833,109299,2025-09-21,High,How-to,44.22
59834,109300,2023-07-07,High,Bug,7.87
59835,109300,2023-07-12,Low,Billing,12.3
59836,109300,2023-09-26,Medium,Bug,13.29
59837,109300,2023-10-15,low,Bug,6.96
59838,109300,2023-11-26,Low,Account,28.15
59839,109300,2024-05-07,Low,Bug,10.56
59840,109300,2024-06-24,Low,Account,7.78
59841,109300,2024-06-23,Low,How-to,29.99
59842,109300,2024-07-03,Low,Billing,3.78
59843,109300,2024-10-16,Low,Bug,40.49
59844,109300,2025-02-03,Low,Billing,1.65
59845,109300,2025-03-02,Medium,How-to,7.74
59846,109300,2025-06-17,Medium,How-to,12.91
59847,109300,2025-08-18,High,How-to,4.99
59848,109300,2025-09-18,Critical,Bug,85.48
59849,109300,2025-12-20,Low,How-to,13.26
59850,109301,2024-07-21,Low,Billing,11.46
59851,109301,2024-09-10,Low,Integration,18.39
59852,109301,2025-04-20,High,Integration,3.23
59853,109301,2025-06-02,Low,Billing,24.91
59854,109301,2025-08-18,Medium,How-to,21.41
59855,109301,2025-11-23,Critical,Bug,7.86
59856,109302,2025-12-13,Low,Billing,22.07
59857,109303,2023-09-07,Low,Billing,6.32
59858,109303,2023-09-02,Medium,How-to,6.39
59859,109303,2023-10-09,High,Billing,47.75
59860,109303,2023-10-11,Low,How-to,25.84
59861,109303,2023-10-01,Medium,Billing,12.39
59862,109303,2023-11-04,Low,Bug,11.15
59863,109303,2023-12-26,Low,Billing,10.09
59864,109303,2023-12-10,Low,How-to,2.91
59865,109303,2024-02-20,high,Integration,13.83
59866,109303,2024-08-06,Medium,How-to,19.04
59867,109303,2024-10-19,Low,Integration,21.73
59868,109303,2025-01-28,Medium,Bug,11.43
59869,109303,2025-01-17,Low,Account,8.18
59870,109303,2025-02-11,low,How-to,15.54
59871,109303,2025-02-27,Medium,How-to,22.01
59872,109303,2025-04-17,low,Integration,22.42
59873,109303,2025-05-05,high,Integration,59.08
59874,109303,2025-05-25,Low,How-to,19.24
59875,109303,2025-06-25,Low,Bug,4.59
59876,109303,2025-06-15,Low,Account,7.44
59877,109303,2025-08-21,Critical,How-to,16.33
59878,109303,2025-11-06,Low,Bug,1.73
59879,109303,2025-11-11,Low,Bug,32.73
59880,109303,2025-12-07,Medium,Bug,8.93
59881,109304,2023-10-26,Low,Bug,23.12
59882,109304,2023-10-04,Critical,How-to,17.82
59883,109304,2023-11-06,Medium,Bug,26.55
59884,109304,2023-12-23,High,Billing,76.77
59885,109304,2024-03-21,Low,Bug,12.78
59886,109304,2024-05-07,Medium,Billing,
59887,109305,2023-04-19,Medium,Bug,15.92
59888,109305,2023-06-07,High,Billing,7.27
59889,109305,2023-06-16,Medium,Bug,8.52
59890,109305,2023-09-14,Low,Bug,10.69
59891,109305,2023-09-17,Low,Bug,8.84
59892,109305,2023-10-01,Low,How-to,16.17
59893,109305,2023-12-10,MEDIUM,How-to,11.14
59894,109305,2024-06-16,Low,Bug,22.21
59895,109305,2024-09-10,Low,Billing,
59896,109305,2024-09-16,Low,How-to,15.54
59897,109305,2025-02-16,Low,Integration,19.28
59898,109305,2025-07-05,Low,Bug,29.69
59899,109305,2025-12-13,Low,How-to,13.96
59900,109306,2025-07-02,Low,How-to,20.21
59901,109307,2025-08-08,Low,How-to,50.08
59902,109308,2024-03-06,low,How-to,14.12
59903,109308,2024-04-13,MEDIUM,How-to,21.52
59904,109308,2024-07-22,MED,Bug,12.42
59905,109308,2024-07-22,MEDIUM,Account,11.29
59906,109308,2024-07-01,Low,Billing,13.46
59907,109308,2024-07-25,HIGH,Bug,16.14
59908,109308,2024-09-04,Critical,Billing,26.9
59909,109308,2024-09-12,High,Billing,10.69
59910,109308,2024-09-17,Low,Bug,8.82
59911,109308,2024-10-14,Low,Bug,18.08
59912,109308,2024-11-21,Medium,How-to,13.67
59913,109308,2024-11-11,Low,How-to,8.78
59914,109308,2024-12-21,Low,Bug,8.98
59915,109308,2025-01-07,Medium,Integration,7.54
59916,109308,2025-02-14,Low,Billing,10.89
59917,109308,2025-07-04,Low,Integration,3.61
59918,109308,2025-08-19,Medium,Bug,34.6
59919,109308,2025-08-18,Low,Bug,7.92
59920,109308,2025-09-05,low,Billing,7.33
59921,109308,2025-10-26,Medium,How-to,2.7
59922,109308,2025-10-25,Low,How-to,3.79
59923,109308,2025-11-07,Low,Billing,1.64
59924,109308,2025-12-24,Medium,Integration,17.31
59925,109308,2025-12-10,Low,How-to,1.62
59926,109308,2025-12-02,Low,Billing,9.9
59927,109309,2025-12-06,low,Integration,10.95
59928,109310,2023-01-14,Low,Account,32.75
59929,109310,2023-05-16,High,Bug,8.72
59930,109310,2023-06-28,low,Account,19.56
59931,109310,2023-07-06,Medium,How-to,5.28
59932,109310,2023-11-02,MED,How-to,6.76
59933,109310,2024-01-09,Low,Bug,12.36
59934,109310,2024-03-26,Low,How-to,19.4
59935,109310,2024-05-18,Low,Billing,38.27
59936,109311,2024-03-03,Low,How-to,9.15
59937,109311,2024-05-02,Low,How-to,16.37
59938,109311,2024-06-19,Medium,How-to,9.35
59939,109311,2025-04-17,Low,How-to,7.61
59940,109311,2025-08-28,Low,How-to,4.83
59941,109311,2025-09-03,Low,How-to,17.31
59942,109311,2025-11-09,Low,Billing,8.92
59943,109311,2025-11-13,low,Account,6.4
59944,109312,2024-02-22,Low,How-to,14.75
59945,109312,2024-03-01,Low,Integration,6.77
59946,109312,2025-06-02,Medium,Billing,8.66
59947,109312,2025-08-07,Low,Account,21.34
59948,109312,2025-11-02,Low,Billing,16.58
59949,109313,2024-04-08,LOW,Billing,27.78
59950,109313,2024-05-10,low,Billing,12.96
59951,109313,2024-09-16,Medium,Billing,9.62
59952,109313,2025-04-22,Low,Billing,3.17
59953,109313,2025-04-21,Critical,Bug,13.57
59954,109313,2025-06-14,Low,How-to,28.0
59955,109313,2025-12-06,Low,Integration,9.36
59956,109315,2024-03-03,high,How-to,38.11
59957,109315,2024-05-11,Low,How-to,8.62
59958,109315,2024-06-22,Low,Billing,11.65
59959,109315,2025-02-23,Low,Billing,15.09
59960,109315,2025-02-13,low,Bug,
59961,109315,2025-03-18,Medium,Account,4.17
59962,109315,2025-08-23,Low,Bug,5.57
59963,109315,2025-12-15,Medium,Account,17.29
59964,109316,2025-07-09,Low,Billing,10.26
59965,109316,2025-11-21,Low,How-to,10.18
59966,109316,2025-12-01,High,How-to,18.44
59967,109316,2025-12-20,MED,Integration,16.41
59968,109317,2025-03-26,MED,Account,
59969,109317,2025-03-21,Medium,Bug,9.59
59970,109317,2025-04-22,Medium,Billing,14.56
59971,109317,2025-08-04,Medium,Billing,12.09
59972,109317,2025-10-01,low,How-to,1.89
59973,109318,2024-06-18,Low,Account,10.34
59974,109318,2024-12-25,High,How-to,8.52
59975,109318,2025-04-13,Low,How-to,16.65
59976,109318,2025-05-28,Low,How-to,5.72
59977,109318,2025-08-12,LOW,Billing,13.68
59978,109318,2025-09-25,Low,How-to,6.48
59979,109318,2025-11-22,Medium,How-to,13.25
59980,109319,2025-04-27,High,Billing,25.85
59981,109320,2025-03-15,Low,How-to,2.42
59982,109320,2025-04-06,Low,How-to,7.59
59983,109320,2025-05-25,high,Account,1.72
59984,109320,2025-06-24,HIGH,Bug,20.79
59985,109320,2025-07-28,low,Billing,8.75
59986,109320,2025-09-20,Low,Integration,18.72
59987,109320,2025-10-03,Low,Account,3.97
59988,109322,2025-04-03,Medium,Billing,17.65
59989,109322,2025-05-18,HIGH,How-to,5.71
59990,109323,2025-05-02,Low,Integration,20.47
59991,109324,2024-02-15,Low,Billing,14.33
59992,109325,2024-08-11,High,Billing,13.5
59993,109325,2024-10-15,Medium,Bug,11.68
59994,109325,2024-12-21,Low,Account,10.22
59995,109325,2025-02-16,Medium,Account,0.74
59996,109325,2025-04-22,Medium,How-to,11.2
59997,109325,2025-05-17,Low,Bug,18.17
59998,109325,2025-07-05,low,Billing,4.1
59999,109325,2025-11-14,Low,How-to,15.05
60000,109325,2025-11-15,High,Bug,14.82
60001,109326,2025-08-16,Medium,Bug,10.06
60002,109326,2025-08-11,Low,Bug,5.9
60003,109326,2025-12-16,Medium,Bug,18.54
60004,109327,2025-06-26,Low,Bug,6.39
60005,109328,2024-07-06,Medium,Billing,9.1
60006,109328,2024-08-04,Low,Billing,8.23
60007,109328,2024-08-27,Low,How-to,7.54
60008,109328,2024-10-09,Low,Bug,12.39
60009,109328,2024-11-17,Critical,How-to,64.2
60010,109328,2025-01-13,Low,Account,16.46
60011,109328,2025-03-19,High,Billing,27.36
60012,109328,2025-04-10,low,Account,5.86
60013,109328,2025-04-06,Low,Integration,27.71
60014,109328,2025-06-14,Low,Bug,3.0
60015,109328,2025-07-01,Low,Integration,10.46
60016,109328,2025-09-27,Medium,Integration,22.89
60017,109328,2025-09-28,Low,Account,21.66
60018,109328,2025-10-15,Low,Bug,9.27
60019,109328,2025-10-11,Low,Billing,12.99
60020,109328,2025-11-13,Medium,How-to,23.92
60021,109328,2025-12-08,Medium,Billing,8.94
60022,109329,2025-05-13,Low,Billing,10.83
60023,109329,2025-05-09,Medium,How-to,14.88
60024,109329,2025-06-18,Low,Billing,17.76
60025,109329,2025-12-09,Medium,Integration,11.08
60026,109330,2025-10-23,Medium,Integration,5.92
60027,109331,2023-09-14,MED,Integration,16.56
60028,109331,2023-11-11,Low,Integration,12.64
60029,109333,2024-06-21,low,Account,20.38
60030,109333,2024-11-02,Low,Bug,18.79
60031,109333,2025-02-02,Low,How-to,8.82
60032,109333,2025-10-01,MED,Billing,14.21
60033,109334,2023-12-04,Low,Account,11.98
60034,109334,2024-01-24,Medium,Billing,6.01
60035,109334,2025-02-26,Medium,Bug,8.87
60036,109334,2025-07-15,Low,Billing,9.24
60037,109335,2024-06-21,Medium,Bug,17.54
60038,109335,2024-08-17,Low,Account,8.45
60039,109335,2025-03-23,Low,Billing,15.05
60040,109335,2025-03-20,Medium,How-to,5.18
60041,109335,2025-03-11,Low,How-to,21.69
60042,109335,2025-04-18,High,Bug,60.98
60043,109335,2025-05-04,Low,How-to,4.42
60044,109335,2025-11-02,Low,Bug,17.03
60045,109335,2025-11-07,High,How-to,7.57
60046,109336,2025-06-23,Low,Account,3.04
60047,109336,2025-11-07,High,Billing,26.59
60048,109337,2025-02-18,Low,How-to,14.5
60049,109337,2025-03-24,Low,Bug,35.19
60050,109338,2025-05-19,Medium,How-to,9.02
60051,109338,2025-06-07,Low,Billing,12.1
60052,109338,2025-07-23,Medium,Integration,6.21
60053,109338,2025-08-21,Low,Bug,11.01
60054,109338,2025-09-10,High,How-to,36.88
60055,109338,2025-10-04,Low,Billing,9.92
60056,109338,2025-12-01,Low,Bug,10.73
60057,109339,2023-06-22,Low,Billing,20.54
60058,109339,2023-08-24,Medium,How-to,9.28
60059,109339,2023-10-14,Low,Billing,19.95
60060,109339,2023-11-27,Medium,Billing,3.68
60061,109339,2023-12-23,Low,Billing,2.53
60062,109339,2024-06-12,Medium,Account,2.29
60063,109339,2024-10-21,Low,Billing,1.78
60064,109339,2024-10-25,low,How-to,20.63
60065,109339,2024-12-04,Low,Integration,4.14
60066,109339,2025-06-21,High,Integration,8.05
60067,109339,2025-07-01,LOW,Billing,16.01
60068,109339,2025-09-04,Low,How-to,4.86
60069,109339,2025-09-26,High,How-to,7.41
60070,109340,2025-05-12,MEDIUM,How-to,6.01
60071,109340,2025-07-27,low,Billing,20.8
60072,109340,2025-07-22,Low,Bug,3.67
60073,109340,2025-11-25,MEDIUM,Integration,33.13
60074,109341,2024-12-27,LOW,Billing,12.01
60075,109341,2025-01-22,High,How-to,34.1
60076,109341,2025-05-16,Low,Billing,30.92
60077,109341,2025-12-05,Medium,Billing,11.47
60078,109342,2023-04-24,High,How-to,35.04
60079,109342,2023-05-17,low,How-to,1.16
60080,109342,2023-06-28,High,How-to,11.89
60081,109342,2023-08-12,Low,How-to,14.8
60082,109342,2024-02-28,Low,Billing,5.7
60083,109342,2024-08-07,Low,Billing,20.59
60084,109344,2025-03-12,Medium,Bug,3.83
60085,109344,2025-05-15,low,Bug,38.74
60086,109344,2025-05-24,Low,Integration,14.42
60087,109345,2024-08-01,Low,Bug,15.6
60088,109345,2024-11-06,Low,How-to,5.02
60089,109345,2025-01-20,High,Bug,13.79
60090,109345,2025-01-14,Low,Billing,4.83
60091,109345,2025-02-21,Low,Bug,10.07
60092,109345,2025-04-10,high,Billing,7.16
60093,109345,2025-05-05,medium,How-to,8.6
60094,109345,2025-06-08,High,How-to,16.63
60095,109345,2025-08-17,High,Integration,15.41
60096,109345,2025-08-23,High,Bug,28.7
60097,109345,2025-11-01,Low,Bug,24.75
60098,109346,2023-11-03,Low,Billing,11.64
60099,109346,2024-01-27,Low,How-to,6.72
60100,109346,2025-03-20,Low,Bug,7.37
60101,109346,2025-03-20,low,Integration,6.15
60102,109346,2025-12-03,High,Bug,
60103,109347,2024-08-10,Medium,Bug,10.28
60104,109347,2024-10-17,Low,Integration,4.64
60105,109347,2025-02-04,Low,Integration,30.07
60106,109347,2025-03-23,Low,Billing,12.61
60107,109347,2025-04-26,Low,How-to,6.52
60108,109348,2025-08-13,Low,Billing,9.0
60109,109348,2025-08-10,Low,How-to,26.33
60110,109348,2025-12-18,High,Billing,15.37
60111,109349,2025-09-25,Low,Bug,24.12
60112,109350,2024-10-11,Low,Bug,1.88
60113,109350,2024-10-15,Critical,Account,97.72
60114,109350,2025-02-24,Low,Billing,18.01
60115,109350,2025-03-12,Low,How-to,5.64
60116,109350,2025-06-01,LOW,How-to,7.53
60117,109350,2025-06-19,High,Integration,41.1
60118,109350,2025-06-19,low,How-to,16.14
60119,109351,2023-09-08,High,Integration,9.47
60120,109351,2023-09-24,Low,Billing,12.08
60121,109351,2024-01-14,Low,Bug,3.19
60122,109351,2024-01-05,high,Integration,11.11
60123,109351,2024-04-06,Low,Bug,10.28
60124,109351,2024-07-15,MEDIUM,How-to,5.66
60125,109351,2024-08-11,Low,Bug,1.76
60126,109351,2024-10-12,LOW,Bug,15.02
60127,109352,2025-02-25,Medium,How-to,26.57
60128,109352,2025-05-23,Low,Account,15.19
60129,109354,2024-07-16,LOW,Integration,8.61
60130,109354,2024-08-22,Low,How-to,14.15
60131,109354,2024-10-06,low,How-to,12.6
60132,109354,2024-11-13,Low,Integration,20.44
60133,109354,2025-02-18,low,Bug,9.33
60134,109354,2025-02-28,Low,How-to,8.04
60135,109354,2025-02-14,medium,Bug,2.14
60136,109354,2025-04-08,LOW,How-to,16.93
60137,109354,2025-05-11,Low,Account,12.32
60138,109354,2025-06-08,MEDIUM,How-to,7.79
60139,109354,2025-09-11,Low,How-to,4.21
60140,109354,2025-10-17,MEDIUM,How-to,9.75
60141,109354,2025-11-06,Low,Account,8.48
60142,109354,2025-12-19,Medium,How-to,12.06
60143,109355,2025-02-25,Low,Bug,14.65
60144,109355,2025-02-17,Low,Billing,10.81
